ingredient_a,ingredient_b,score,shared_compounds,key_compounds,explanation
botrytized-wine,cider,0.951,51,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 51 shared flavor compounds including Isoamyl butyrate
botrytized-wine,plum-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
botrytized-wine,port-wine,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
botrytized-wine,red-wine,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
botrytized-wine,rose-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
botrytized-wine,sake,0.776,24,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 24 shared flavor compounds including lauric acid
botrytized-wine,sherry,1.0,130,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 130 shared flavor compounds including 2-Ethylhexan-1-ol
botrytized-wine,sparkling-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
botrytized-wine,strawberry-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
botrytized-wine,white-wine,1.0,132,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 132 shared flavor compounds including 2-Ethylhexan-1-ol
botrytized-wine,coffee,0.747,53,1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde;isopropanol,Strong pairing with 53 shared flavor compounds including 1-Octen-3-Ol
botrytized-wine,mate,0.587,15,2-Heptanone;1-Octen-3-Ol;1-Nonanol;phenylacetaldehyde;gamma-Nonanolactone,Good pairing with 15 shared flavor compounds including 2-Heptanone
botrytized-wine,black-tea,0.461,11,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;Damascenone;Hexyl Hexanoate","Good pairing with 11 shared flavor compounds including 2,3-Pentanedione"
botrytized-wine,green-tea,0.393,6,"phenylacetaldehyde;gamma-Nonanolactone;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;cis-3-Hexenyl acetate",Subtle pairing with 6 shared flavor compounds including phenylacetaldehyde
champagne,cider,0.945,49,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 49 shared flavor compounds including Isoamyl butyrate
champagne,plum-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
champagne,port-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
champagne,red-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
champagne,rose-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
champagne,sake,0.755,22,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 22 shared flavor compounds including lauric acid
champagne,sherry,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
champagne,sparkling-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
champagne,strawberry-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
champagne,white-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
champagne,coffee,0.744,52,1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde;isopropanol,Strong pairing with 52 shared flavor compounds including 1-Octen-3-Ol
champagne,mate,0.595,15,2-Heptanone;1-Octen-3-Ol;1-Nonanol;phenylacetaldehyde;gamma-Nonanolactone,Good pairing with 15 shared flavor compounds including 2-Heptanone
champagne,black-tea,0.466,11,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;Damascenone;Hexyl Hexanoate","Good pairing with 11 shared flavor compounds including 2,3-Pentanedione"
champagne,green-tea,0.398,6,"phenylacetaldehyde;gamma-Nonanolactone;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;cis-3-Hexenyl acetate",Subtle pairing with 6 shared flavor compounds including phenylacetaldehyde
cider,plum-wine,0.944,49,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 49 shared flavor compounds including Isoamyl butyrate
cider,port-wine,0.969,56,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 56 shared flavor compounds including Isoamyl butyrate
cider,red-wine,0.94,57,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 57 shared flavor compounds including Isoamyl butyrate
cider,rose-wine,0.943,50,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Isoamyl butyrate
cider,sake,0.672,13,1-propanol;Isoamyl Acetate;Isovaleric Acid;Propyl acetate;oleic acid,Strong pairing with 13 shared flavor compounds including 1-propanol
cider,sherry,0.923,58,Isoamyl butyrate;oleic acid;3-Methyl-2-Butanol;Ethyl dodecanoate;glycerol,Excellent pairing with 58 shared flavor compounds including Isoamyl butyrate
cider,sparkling-wine,0.951,53,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 53 shared flavor compounds including Isoamyl butyrate
cider,strawberry-wine,0.959,52,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 52 shared flavor compounds including Isoamyl butyrate
cider,white-wine,0.919,66,Isoamyl butyrate;Butyl Lactate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate,Excellent pairing with 66 shared flavor compounds including Isoamyl butyrate
cider,coffee,0.566,27,2-Methylbutanoic acid;2-Furaldehyde;Isobutyric Acid;lauric acid;lactic acid,Good pairing with 27 shared flavor compounds including 2-Methylbutanoic acid
cider,mate,0.462,7,Octanal;2-Methylbutanoic acid;lauric acid;Pentanal;6-Methyl-5-Hepten-2-One,Good pairing with 7 shared flavor compounds including Octanal
cider,black-tea,0.417,7,4-Ethylbenzaldehyde;Damascenone;Hexyl Hexanoate;Styrene;Methyl octanoate,Good pairing with 7 shared flavor compounds including 4-Ethylbenzaldehyde
plum-wine,port-wine,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
plum-wine,red-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
plum-wine,rose-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
plum-wine,sake,0.753,22,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 22 shared flavor compounds including lauric acid
plum-wine,sherry,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
plum-wine,sparkling-wine,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
plum-wine,strawberry-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
plum-wine,white-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
plum-wine,coffee,0.743,52,1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde;isopropanol,Strong pairing with 52 shared flavor compounds including 1-Octen-3-Ol
plum-wine,mate,0.593,15,2-Heptanone;1-Octen-3-Ol;1-Nonanol;phenylacetaldehyde;gamma-Nonanolactone,Good pairing with 15 shared flavor compounds including 2-Heptanone
plum-wine,black-tea,0.465,11,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;Damascenone;Hexyl Hexanoate","Good pairing with 11 shared flavor compounds including 2,3-Pentanedione"
plum-wine,green-tea,0.397,6,"phenylacetaldehyde;gamma-Nonanolactone;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;cis-3-Hexenyl acetate",Subtle pairing with 6 shared flavor compounds including phenylacetaldehyde
port-wine,red-wine,1.0,131,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 131 shared flavor compounds including 2-Ethylhexan-1-ol
port-wine,rose-wine,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
port-wine,sake,0.757,24,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 24 shared flavor compounds including lauric acid
port-wine,sherry,1.0,135,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 135 shared flavor compounds including 2-Ethylhexan-1-ol
port-wine,sparkling-wine,1.0,131,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 131 shared flavor compounds including 2-Ethylhexan-1-ol
port-wine,strawberry-wine,1.0,131,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 131 shared flavor compounds including 2-Ethylhexan-1-ol
port-wine,white-wine,1.0,133,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 133 shared flavor compounds including 2-Ethylhexan-1-ol
port-wine,coffee,0.758,56,1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde;isopropanol,Strong pairing with 56 shared flavor compounds including 1-Octen-3-Ol
port-wine,mate,0.592,16,2-Heptanone;1-Octen-3-Ol;1-Nonanol;phenylacetaldehyde;gamma-Nonanolactone,Good pairing with 16 shared flavor compounds including 2-Heptanone
port-wine,black-tea,0.472,12,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;Damascenone;Hexyl Hexanoate","Good pairing with 12 shared flavor compounds including 2,3-Pentanedione"
port-wine,green-tea,0.384,6,"phenylacetaldehyde;gamma-Nonanolactone;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;cis-3-Hexenyl acetate",Subtle pairing with 6 shared flavor compounds including phenylacetaldehyde
red-wine,rose-wine,1.0,130,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 130 shared flavor compounds including 2-Ethylhexan-1-ol
red-wine,sake,0.68,22,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 22 shared flavor compounds including lauric acid
red-wine,sherry,1.0,139,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;4-Allyl-2,6-dimethoxyphenol;3-Methyl-2-Butanol",Excellent pairing with 139 shared flavor compounds including 2-Ethylhexan-1-ol
red-wine,sparkling-wine,1.0,131,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 131 shared flavor compounds including 2-Ethylhexan-1-ol
red-wine,strawberry-wine,1.0,130,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 130 shared flavor compounds including 2-Ethylhexan-1-ol
red-wine,white-wine,1.0,159,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 159 shared flavor compounds including 2-Ethylhexan-1-ol
red-wine,coffee,0.791,65,2-Methoxy-4-Methylphenol;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 65 shared flavor compounds including 2-Methoxy-4-Methylphenol
red-wine,mate,0.607,19,2-Methoxy-4-Methylphenol;1-Octen-3-Ol;1-Nonanol;Octan-2-one;lauric acid,Strong pairing with 19 shared flavor compounds including 2-Methoxy-4-Methylphenol
red-wine,black-tea,0.517,16,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;1-Penten-3-Ol;Damascenone","Good pairing with 16 shared flavor compounds including 2,3-Pentanedione"
red-wine,green-tea,0.435,9,phenylacetaldehyde;1-Penten-3-Ol;gamma-Nonanolactone;2-Acetylfuran;Ethyl Palmitate,Good pairing with 9 shared flavor compounds including phenylacetaldehyde
rose-wine,sake,0.742,22,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 22 shared flavor compounds including lauric acid
rose-wine,sherry,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
rose-wine,sparkling-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
rose-wine,strawberry-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
rose-wine,white-wine,1.0,131,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 131 shared flavor compounds including 2-Ethylhexan-1-ol
rose-wine,coffee,0.766,56,1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde;isopropanol,Strong pairing with 56 shared flavor compounds including 1-Octen-3-Ol
rose-wine,mate,0.585,15,2-Heptanone;1-Octen-3-Ol;1-Nonanol;phenylacetaldehyde;gamma-Nonanolactone,Good pairing with 15 shared flavor compounds including 2-Heptanone
rose-wine,black-tea,0.5,13,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;Damascenone;Hexyl Hexanoate","Good pairing with 13 shared flavor compounds including 2,3-Pentanedione"
rose-wine,green-tea,0.392,6,"phenylacetaldehyde;gamma-Nonanolactone;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;cis-3-Hexenyl acetate",Subtle pairing with 6 shared flavor compounds including phenylacetaldehyde
sake,sherry,0.709,26,oleic acid;lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid,Strong pairing with 26 shared flavor compounds including oleic acid
sake,sparkling-wine,0.726,22,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 22 shared flavor compounds including lauric acid
sake,strawberry-wine,0.746,22,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 22 shared flavor compounds including lauric acid
sake,white-wine,0.625,24,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 24 shared flavor compounds including lauric acid
sake,coffee,0.485,17,thiamine;methanethiol;28664-35-9;Heptanoic Acid;Isovaleric Acid,Good pairing with 17 shared flavor compounds including thiamine
sake,mate,0.494,5,dimethyl sulfide;lauric acid;Nonanoic Acid;propionic acid;Undecanoic Acid,Good pairing with 5 shared flavor compounds including dimethyl sulfide
sherry,sparkling-wine,1.0,131,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 131 shared flavor compounds including 2-Ethylhexan-1-ol
sherry,strawberry-wine,1.0,131,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 131 shared flavor compounds including 2-Ethylhexan-1-ol
sherry,white-wine,1.0,142,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 142 shared flavor compounds including 2-Ethylhexan-1-ol
sherry,coffee,0.867,83,"3-Methylbutanal;ethyl acetoacetate;2-Furylacetone;2-Butenoic acid, hexyl ester;2'-Hydroxyacetophenone",Excellent pairing with 83 shared flavor compounds including 3-Methylbutanal
sherry,mate,0.552,17,2-Methoxy-4-Methylphenol;2-Heptanone;1-Octen-3-Ol;1-Nonanol;phenylacetaldehyde,Good pairing with 17 shared flavor compounds including 2-Methoxy-4-Methylphenol
sherry,black-tea,0.468,14,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;Damascenone;2,3,5-Trimethylpyrazine","Good pairing with 14 shared flavor compounds including 2,3-Pentanedione"
sherry,green-tea,0.397,8,"phenylacetaldehyde;gamma-Nonanolactone;2,3,5-Trimethylpyrazine;Ethyl Palmitate;Pyrazine",Subtle pairing with 8 shared flavor compounds including phenylacetaldehyde
sparkling-wine,strawberry-wine,1.0,130,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 130 shared flavor compounds including 2-Ethylhexan-1-ol
sparkling-wine,white-wine,1.0,134,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 134 shared flavor compounds including 2-Ethylhexan-1-ol
sparkling-wine,coffee,0.739,53,1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde;isopropanol,Strong pairing with 53 shared flavor compounds including 1-Octen-3-Ol
sparkling-wine,mate,0.592,16,2-Undecanone;2-Heptanone;1-Octen-3-Ol;1-Nonanol;phenylacetaldehyde,Good pairing with 16 shared flavor compounds including 2-Undecanone
sparkling-wine,black-tea,0.452,11,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;Damascenone;Hexyl Hexanoate","Good pairing with 11 shared flavor compounds including 2,3-Pentanedione"
sparkling-wine,green-tea,0.411,7,"phenylacetaldehyde;gamma-Nonanolactone;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;cis-3-Hexenyl acetate",Good pairing with 7 shared flavor compounds including phenylacetaldehyde
